Code;Title;Vintage;Size;ABV;Style;Country;Group;Available;Price (inc VAT);Price (ex-VAT);Link
HED55894;Beaulieu Vineyard Cabernet Sauvignon 1968;1968;75cl;12;Red;United States;USA;1;108;90;https://hedonism.co.uk/product/beaulieu-vineyard-cabernet-sauvignon-1968
HED33319;Latour 1968;1968;75cl;12.5;Red;France;Bordeaux;1;575;479.17;https://hedonism.co.uk/product/latour-1968
HED35040;Brunello di Montalcino Riserva Biondi-Santi 1968;1968;75cl;12.5;Red;Italy;Italy;1;2250;1875;https://hedonism.co.uk/product/brunello-di-montalcino-riserva-biondi-santi-1968
HED91244;Cheval Blanc (Damaged Label) 1968;1968;75cl;12;Red;France;Bordeaux;1;930;775;https://hedonism.co.uk/product/cheval-blanc-damaged-label-1968
HED94127;Vina Tondonia Rioja Reserva Tinto Lopez de Heredia 1968;1968;75cl;12;Red;Spain;Spain;2;550;458.33;https://hedonism.co.uk/product/vina-tondonia-rioja-reserva-tinto-lopez-de-heredia-1968
HED95409;Barolo Cordero di Montezemolo 1968;1968;75cl;13.3;Red;Italy;Italy;2;71.7;59.75;https://hedonism.co.uk/product/barolo-cordero-di-montezemolo-1968
HED95425;Barolo Riserva Giacomo Borgogno 1968;1968;75cl;13.5;Red;Italy;Italy;9;85.7;71.42;https://hedonism.co.uk/product/barolo-riserva-giacomo-borgogno-1968
HED95767;Vina Tondonia Rioja Gran Reserva Tinto Lopez de Heredia 1968;1968;75cl;12;Red;Spain;Spain;1;700;583.33;https://hedonism.co.uk/product/vina-tondonia-rioja-gran-reserva-tinto-lopez-de-heredia-1968
HED2278;Yquem 1968;1968;75cl;13;White;France;Sauternes & Barsac;9;1100;916.67;https://hedonism.co.uk/product/yquem-1968
HED84544;Heitz Martha`s Vineyard Cabernet Sauvignon 1969;1969;75cl;13;Red;United States;USA;1;1940;1616.67;https://hedonism.co.uk/product/heitz-marthas-vineyard-cabernet-sauvignon-1969
HED64393;Mouton Rothschild 1969;1969;75cl;12.5;Red;France;Bordeaux;3;500;416.67;https://hedonism.co.uk/product/mouton-rothschild-1969
HED40223;Barolo Marchesi di Barolo 1969;1969;75cl;13;Red;Italy;Italy;14;55;45.83;https://hedonism.co.uk/product/barolo-marchesi-di-barolo-1969
HED90567;Brunello di Montalcino Biondi-Santi 1969;1969;75cl;12.5;Red;Italy;Italy;3;375;312.5;https://hedonism.co.uk/product/brunello-di-montalcino-biondi-santi-1969
HED94832;Aloxe Corton Louis Latour 1969;1969;75cl;;Red;France;Burgundy;1;136;113.33;https://hedonism.co.uk/product/aloxe-corton-louis-latour-1969
HED94960;Kirwan 1969;1969;75cl;;Red;France;Bordeaux;1;92.1;76.75;https://hedonism.co.uk/product/kirwan-1969
HED95377;Barolo Giacomo Conterno 1969;1969;75cl;13.5;Red;Italy;Italy;5;231;192.5;https://hedonism.co.uk/product/barolo-giacomo-conterno-1969
HED95414;Barolo G.B. Burlotto 1969;1969;75cl;13.5;Red;Italy;Italy;1;186;155;https://hedonism.co.uk/product/barolo-gb-burlotto-1969
HED96928;Chianti Classico Riserva Ducale Ruffino 1969;1969;75cl;14;Red;Italy;Italy;2;75;62.5;https://hedonism.co.uk/product/chianti-classico-riserva-ducale-ruffino-1969
HED1815;Krug Vintage 1969;1969;75cl;12;White;France;Champagne;3;3690;3075;https://hedonism.co.uk/product/krug-vintage-1969
HED51262;Les Forts de Latour 1970;1970;75cl;13.5;Red;France;Bordeaux;1;250;208.33;https://hedonism.co.uk/product/les-forts-de-latour-1970
HED60533;Brunello di Montalcino Riserva Biondi-Santi 1970;1970;72cl;12.5;Red;Italy;Italy;16;325;270.83;https://hedonism.co.uk/product/brunello-di-montalcino-riserva-biondi-santi-1970
HED62357;Heitz Martha`s Vineyard Cabernet Sauvignon 1970;1970;75cl;13.5;Red;United States;USA;1;1210;1008.33;https://hedonism.co.uk/product/heitz-marthas-vineyard-cabernet-sauvignon-1970
HED66016;Beychevelle (Low Fill) 1970;1970;75cl;12;Red;France;Bordeaux;6;105;87.5;https://hedonism.co.uk/product/beychevelle-low-fill-1970
HED66233;Chateau Musar 1970;1970;75cl;14;Red;Lebanon;Lebanon;7;400;333.33;https://hedonism.co.uk/product/chateau-musar-1970
HED0689;Petrus 1970;1970;75cl;12.5;Red;France;Bordeaux;2;3000;2500;https://hedonism.co.uk/product/petrus-1970
HED2011;Graham`s Vintage 1970;1970;75cl;20;Red;Portugal;Port ;20;190;158.33;https://hedonism.co.uk/product/grahams-vintage-1970
HED6638;Fonseca Vintage 1970;1970;75cl;20;Red;Portugal;Port ;11;165;137.5;https://hedonism.co.uk/product/fonseca-vintage-1970
HED6639;Taylor`s Vintage 1970;1970;75cl;20;Red;Portugal;Port ;4;212.4;177;https://hedonism.co.uk/product/taylors-vintage-1970
HED69560;Latour a Pomerol (Damaged Label) 1970;1970;75cl;12.5;Red;France;Bordeaux;8;234;195;https://hedonism.co.uk/product/latour-pomerol-damaged-label-1970
HED82150;Ducru Beaucaillou 1970;1970;75cl;13;Red;France;Bordeaux;6;200;166.67;https://hedonism.co.uk/product/ducru-beaucaillou-1970
HED56190;Chambertin Armand Rousseau 1970;1970;75cl;13;Red;France;Burgundy;1;3510;2925;https://hedonism.co.uk/product/chambertin-armand-rousseau-1970
HED58527;La Clotte 1970;1970;75cl;13;Red;France;Bordeaux;5;74.8;62.33;https://hedonism.co.uk/product/la-clotte-1970
HED33338;Giscours 1970;1970;75cl;12.5;Red;France;Bordeaux;1;124;103.33;https://hedonism.co.uk/product/giscours-1970
HED33460;Trotanoy Half 1970;1970;37.5cl;12;Red;France;Bordeaux;2;316;263.33;https://hedonism.co.uk/product/trotanoy-half-1970
HED34026;La Fleur Petrus 1970;1970;75cl;13;Red;France;Bordeaux;5;278;231.67;https://hedonism.co.uk/product/la-fleur-petrus-1970
HED35430;La Gaffeliere 1970;1970;75cl;12.5;Red;France;Bordeaux;2;79.8;66.5;https://hedonism.co.uk/product/la-gaffeliere-1970
HED36392;La Lagune 1970;1970;75cl;12.5;Red;France;Bordeaux;12;68.7;57.25;https://hedonism.co.uk/product/la-lagune-1970
HED39766;Couvent des Jacobins 1970;1970;75cl;12.5;Red;France;Bordeaux;17;82.9;69.08;https://hedonism.co.uk/product/couvent-des-jacobins-1970
HED90178;Barolo Giacomo Conterno 1970;1970;72cl;13.5;Red;Italy;Italy;1;340;283.33;https://hedonism.co.uk/product/barolo-giacomo-conterno-1970-0
HED90545;Barolo Bartolo Mascarello 1970;1970;75cl;13.5;Red;Italy;Italy;1;808;673.33;https://hedonism.co.uk/product/barolo-bartolo-mascarello-1970
HED91187;Barolo Michele Mascarello 1970;1970;75cl;13;Red;Italy;Italy;1;212;176.67;https://hedonism.co.uk/product/barolo-michele-mascarello-1970
HED91234;Belair 1970;1970;75cl;12;Red;France;Bordeaux;1;85.1;70.92;https://hedonism.co.uk/product/belair-1970
HED91266;Leoville Poyferre 1970;1970;75cl;12.2;Red;France;Bordeaux;2;129;107.5;https://hedonism.co.uk/product/leoville-poyferre-1970
HED91680;Lynch Bages 1970;1970;75cl;12.5;Red;France;Bordeaux;6;275;229.17;https://hedonism.co.uk/product/lynch-bages-1970
HED91717;Inglenook Estate Cabernet Sauvignon Half 1970;1970;37.5cl;12;Red;United States;USA;2;129;107.5;https://hedonism.co.uk/product/inglenook-estate-cabernet-sauvignon-half-1970
HED24364;Belair (Low Fill) 1970;1970;75cl;12;Red;France;Bordeaux;2;86;71.67;https://hedonism.co.uk/product/belair-low-fill-1970
HED95041;Vosne Romanee Thomas Freres 1970;1970;75cl;;Red;France;Burgundy;1;81.1;67.58;https://hedonism.co.uk/product/vosne-romanee-thomas-freres-1970
HED95339;Barolo Riserva Bussia di Monforte Prunotto 1970;1970;75cl;13;Red;Italy;Italy;2;112;93.33;https://hedonism.co.uk/product/barolo-riserva-bussia-di-monforte-prunotto-1970
HED96721;Roudier 1970;1970;75cl;;Red;France;Bordeaux;3;69.9;58.25;https://hedonism.co.uk/product/roudier-1970
HED97239;Leoville Barton (Mid-Shoulder) 1970;1970;75cl;12;Red;France;Bordeaux;1;100;83.33;https://hedonism.co.uk/product/leoville-barton-mid-shoulder-1970
HED97898;Vina Tondonia Rioja Reserva Tinto Lopez de Heredia 1970;1970;75cl;12.5;Red;Spain;Spain;24;500;416.67;https://hedonism.co.uk/product/vina-tondonia-rioja-reserva-tinto-lopez-de-heredia-1970
HED70675;Massandra Kokur 1970;1970;75cl;16;White;Ukraine;Ukraine;60;200;166.67;https://hedonism.co.uk/product/massandra-kokur-1970
HED40335;Barolo Marchesi di Barolo 1971;1971;75cl;13;Red;Italy;Italy;48;80.6;67.17;https://hedonism.co.uk/product/barolo-marchesi-di-barolo-1971
HED31749;Latour Magnum 1971;1971;150cl;13;Red;France;Bordeaux;2;850;708.33;https://hedonism.co.uk/product/latour-magnum-1971
HED36928;Musigny Jadot 1971;1971;75cl;13.5;Red;France;Burgundy;1;1690;1408.33;https://hedonism.co.uk/product/musigny-jadot-1971
HED90568;Brunello di Montalcino Biondi-Santi 1971;1971;75cl;12.5;Red;Italy;Italy;1;422;351.67;https://hedonism.co.uk/product/brunello-di-montalcino-biondi-santi-1971
HED91258;Les Forts de Latour 1971;1971;75cl;12;Red;France;Bordeaux;1;266;221.67;https://hedonism.co.uk/product/les-forts-de-latour-1971
HED91280;Simard Magnum 1971;1971;150cl;12;Red;France;Bordeaux;1;178;148.33;https://hedonism.co.uk/product/simard-magnum-1971
HED91980;Chambolle Musigny Les Amoureuses Grivelet 1971;1971;75cl;12.5;Red;France;Burgundy;1;1380;1150;https://hedonism.co.uk/product/chambolle-musigny-les-amoureuses-grivelet-1971
HED95419;Barolo Marchesi di Barolo Prandi 1971;1971;75cl;13.5;Red;Italy;Italy;4;87.8;73.17;https://hedonism.co.uk/product/barolo-marchesi-di-barolo-prandi-1971
HED65540;Perrier Jouet Belle Epoque Magnum 1971;1971;150cl;12.5;White;France;Champagne;1;1200;1000;https://hedonism.co.uk/product/perrier-jouet-belle-epoque-magnum-1971
HED37749;Louis Roederer Cristal 1971;1971;75cl;12;White;France;Champagne;2;806;671.67;https://hedonism.co.uk/product/louis-roederer-cristal-1971
HED92134;Moet & Chandon Brut Imperial 1971;1971;75cl;12;White;France;Champagne;1;310;258.33;https://hedonism.co.uk/product/moet-chandon-brut-imperial-1971
HED98424;Taittinger Vintage 1971;1971;75cl;;White;France;Champagne;5;300;250;https://hedonism.co.uk/product/taittinger-vintage-1971
HED35278;Beaulieu Vineyard Georges de Latour Private Reserve Cabernet Sauvignon 1972;1972;75cl;12.5;Red;United States;USA;1;312;260;https://hedonism.co.uk/product/beaulieu-vineyard-georges-de-latour-private-reserve-cabernet-sauvignon-1972
HED92641;Blandy`s Bual 1972;1972;75cl;20;White;Portugal;Madeira;4;395;329.17;https://hedonism.co.uk/product/blandys-bual-1972
HED52569;Vega Sicilia Unico 1973;1973;75cl;13.5;Red;Spain;Spain;1;900;750;https://hedonism.co.uk/product/vega-sicilia-unico-1973
HED95768;Vina Tondonia Rioja Gran Reserva Tinto Lopez de Heredia 1973;1973;75cl;12;Red;Spain;Spain;1;550;458.33;https://hedonism.co.uk/product/vina-tondonia-rioja-gran-reserva-tinto-lopez-de-heredia-1973
HED1804;Krug Collection 1973;1973;75cl;12;White;France;Champagne;1;2080;1733.33;https://hedonism.co.uk/product/krug-collection-1973
HED1816;Krug Vintage 1973;1973;75cl;12;White;France;Champagne;4;1560;1300;https://hedonism.co.uk/product/krug-vintage-1973
HED9159;Sterling Vineyards Cabernet Sauvignon 1974;1974;75cl;13;Red;United States;USA;5;212;176.67;https://hedonism.co.uk/product/sterling-vineyards-cabernet-sauvignon-1974
HED62469;Mayacamas Cabernet Sauvignon 1974;1974;75cl;13;Red;United States;USA;2;1200;1000;https://hedonism.co.uk/product/mayacamas-cabernet-sauvignon-1974
HED65421;Haut Brion 1974;1974;75cl;12.5;Red;France;Bordeaux;2;425;354.17;https://hedonism.co.uk/product/haut-brion-1974
HED9170;Ridge Monte Bello Cabernet Sauvignon 1974;1974;75cl;12.9;Red;United States;USA;7;3180;2650;https://hedonism.co.uk/product/ridge-monte-bello-cabernet-sauvignon-1974
HED55196;Mondavi Cabernet Sauvignon 1974;1974;75cl;12;Red;United States;USA;15;181;150.83;https://hedonism.co.uk/product/mondavi-cabernet-sauvignon-1974
HED32828;Heitz Martha`s Vineyard Cabernet Sauvignon (Damaged Capsule) 1974;1974;75cl;13;Red;United States;USA;1;1950;1625;https://hedonism.co.uk/product/heitz-marthas-vineyard-cabernet-sauvignon-damaged-capsule-1974
HED92990;Heitz Lot - 46 Cabernet Sauvignon 1974;1974;75cl;12;Red;United States;USA;4;689;574.17;https://hedonism.co.uk/product/heitz-lot-46-cabernet-sauvignon-1974
HED11032;Leoville Poyferre 1974;1974;75cl;12.5;Red;France;Bordeaux;2;160;133.33;https://hedonism.co.uk/product/leoville-poyferre-1974
HED34811;Massandra Pink Muscat 1974;1974;75cl;15.9;White;Ukraine;Ukraine;17;377;314.17;https://hedonism.co.uk/product/massandra-pink-muscat-1974
HED68965;Sterling Vineyards Reserve Cabernet Sauvignon 1975;1975;75cl;12;Red;United States;USA;3;153;127.5;https://hedonism.co.uk/product/sterling-vineyards-reserve-cabernet-sauvignon-1975
HED71847;Fonseca Vintage 1975;1975;75cl;20;Red;Portugal;Port ;1;146;121.67;https://hedonism.co.uk/product/fonseca-vintage-1975
HED55708;Sterling Vineyards Cabernet Sauvignon 1975;1975;75cl;13;Red;United States;USA;2;175;145.83;https://hedonism.co.uk/product/sterling-vineyards-cabernet-sauvignon-1975
HED39207;Vina Albina Rioja Gran Reserva Magnum 1975;1975;150cl;13.5;Red;Spain;Spain;3;290;241.67;https://hedonism.co.uk/product/vina-albina-rioja-gran-reserva-magnum-1975
HED91281;Trimoulet Magnum 1975;1975;150cl;12;Red;France;Bordeaux;1;148;123.33;https://hedonism.co.uk/product/trimoulet-magnum-1975
HED91298;Freemark Abbey Bosche Cabernet Sauvignon 1975;1975;75cl;12.3;Red;United States;USA;5;209;174.17;https://hedonism.co.uk/product/freemark-abbey-bosche-cabernet-sauvignon-1975
HED91302;Spring Mountain Cabernet Sauvignon 1975;1975;75cl;13;Red;United States;USA;2;234;195;https://hedonism.co.uk/product/spring-mountain-cabernet-sauvignon-1975
HED91763;Mondavi Reserve Cabernet Sauvignon 1975;1975;75cl;12;Red;United States;USA;1;325;270.83;https://hedonism.co.uk/product/mondavi-reserve-cabernet-sauvignon-1975
HED94801;Caymus 1975;1975;75cl;13;Red;United States;USA;2;434;361.67;https://hedonism.co.uk/product/caymus-1975
HED94806;Caymus Special Selection 1975;1975;75cl;13;Red;United States;USA;2;434;361.67;https://hedonism.co.uk/product/caymus-special-selection-1975
HED98708;Lafite Rothschild Magnum 1975;1975;150cl;;Red;France;Bordeaux;1;1600;1333.33;https://hedonism.co.uk/product/lafite-rothschild-magnum-1975
HED27724;Legend Maury Gerard Bertrand (Ex Domaine) 1975;1975;500cl;;Red;France;Regional France;1;1600;1333.33;https://hedonism.co.uk/product/legend-maury-gerard-bertrand-ex-domaine-1975
HED33131;Joseph Perrier Cuvee Royale 1975;1975;75cl;12;White;France;Champagne;66;287;239.17;https://hedonism.co.uk/product/joseph-perrier-cuvee-royale-1975
HED34501;Massandra Pink Muscat 1975;1975;75cl;13.5;White;Ukraine;Ukraine;1;300;250;https://hedonism.co.uk/product/massandra-pink-muscat-1975
HED26430;Giulio Ferrari Riserva 1975;1975;75cl;12;White;Italy;Italy;1;368;306.67;https://hedonism.co.uk/product/giulio-ferrari-riserva-1975
HED34812;Massandra White Port 1975;1975;75cl;18.5;White;Ukraine;Ukraine;14;295;245.83;https://hedonism.co.uk/product/massandra-white-port-1975
HED92644;Cossart Gordon Verdelho Half 1975;1975;37.5cl;20;White;Portugal;Madeira;8;185;154.17;https://hedonism.co.uk/product/cossart-gordon-verdelho-half-1975
HED92645;Cossart Gordon Verdelho 1975;1975;75cl;20;White;Portugal;Madeira;10;350;291.67;https://hedonism.co.uk/product/cossart-gordon-verdelho-1975
HED2435;Heitz Martha`s Vineyard Cabernet Sauvignon 1976;1976;75cl;13.5;Red;United States;USA;1;890;741.67;https://hedonism.co.uk/product/heitz-marthas-vineyard-cabernet-sauvignon-1976
HED68984;Barolo Monprivato Mascarello 1976;1976;75cl;12.5;Red;Italy;Italy;3;378;315;https://hedonism.co.uk/product/barolo-monprivato-mascarello-1976
HED6966;Beaulieu Vineyard Georges de Latour Private Reserve Cabernet Sauvignon 1976;1976;75cl;13.5;Red;United States;USA;5;278;231.67;https://hedonism.co.uk/product/beaulieu-vineyard-georges-de-latour-private-reserve-cabernet-sauvignon-1976
HED33702;Musigny Camille Giroud (Late Release) 1976;1976;75cl;13.5;Red;France;Burgundy;7;909;757.5;https://hedonism.co.uk/product/musigny-camille-giroud-late-release-1976
HED91301;Mondavi Cabernet Sauvignon 1976;1976;75cl;12;Red;United States;USA;15;272;226.67;https://hedonism.co.uk/product/mondavi-cabernet-sauvignon-1976
HED91311;Chateauneuf du Pape Beaucastel (Low Fill) 1976;1976;75cl;13;Red;France;Southern Rhone;2;255;212.5;https://hedonism.co.uk/product/chateauneuf-du-pape-beaucastel-low-fill-1976
HED91754;Jordan Cabernet Sauvignon 1976;1976;75cl;12.8;Red;United States;USA;6;169;140.83;https://hedonism.co.uk/product/jordan-cabernet-sauvignon-1976
HED91764;Montelena Estate Cabernet Sauvignon 1976;1976;75cl;13.7;Red;United States;USA;1;354;295;https://hedonism.co.uk/product/montelena-estate-cabernet-sauvignon-1976
HED91981;Chambolle Musigny Les Amoureuses Grivelet 1976;1976;75cl;12;Red;France;Burgundy;1;1200;1000;https://hedonism.co.uk/product/chambolle-musigny-les-amoureuses-grivelet-1976
HED93180;Chambertin Cuvee Heritiers Louis Latour 1976;1976;75cl;13;Red;France;Burgundy;1;310;258.33;https://hedonism.co.uk/product/chambertin-cuvee-heritiers-louis-latour-1976
HED94200;Lafleur 1976;1976;75cl;13;Red;France;Bordeaux;3;550;458.33;https://hedonism.co.uk/product/lafleur-1976
HED94307;Nuits St Georges Les Boudots Charles Noellat 1976;1976;75cl;;Red;France;Burgundy;2;446;371.67;https://hedonism.co.uk/product/nuits-st-georges-les-boudots-charles-noellat-1976
HED94811;Caymus Pinot Noir 1976;1976;75cl;;Red;United States;USA;1;190;158.33;https://hedonism.co.uk/product/caymus-pinot-noir-1976
HED95355;Corton Pougets Jadot 1976;1976;75cl;13.4;Red;France;Burgundy;1;148;123.33;https://hedonism.co.uk/product/corton-pougets-jadot-1976
HED95862;Vina Tondonia Rioja Gran Reserva Tinto Lopez de Heredia 1976;1976;75cl;12;Red;Spain;Spain;4;400;333.33;https://hedonism.co.uk/product/vina-tondonia-rioja-gran-reserva-tinto-lopez-de-heredia-1976
HED27124;Musigny de Vogue (Damaged Capsule) 1976;1976;75cl;13.5;Red;France;Burgundy;2;943;785.83;https://hedonism.co.uk/product/musigny-de-vogue-damaged-capsule-1976
HED98217;La Fleur Petrus 1976;1976;75cl;13.5;Red;France;Bordeaux;23;230;191.67;https://hedonism.co.uk/product/la-fleur-petrus-1976
HED27531;Margaux 1976;1976;75cl;12.5;Red;France;Bordeaux;1;400;333.33;https://hedonism.co.uk/product/margaux-1976
HED70677;Massandra Kokur 1976;1976;75cl;16;White;Ukraine;Ukraine;45;215;179.17;https://hedonism.co.uk/product/massandra-kokur-1976
HED37770;Veuve Clicquot Vintage 1976;1976;75cl;12;White;France;Champagne;2;275;229.17;https://hedonism.co.uk/product/veuve-clicquot-vintage-1976
HED96386;Blandy`s Bual 1976;1976;75cl;20;White;Portugal;Madeira;6;350;291.67;https://hedonism.co.uk/product/blandys-bual-1976
HED97448;Guiraud 1976;1976;75cl;12.5;White;France;Sauternes & Barsac;2;125;104.17;https://hedonism.co.uk/product/guiraud-1976
HED98628;Pommery Vintage Magnum 1976;1976;150cl;12.5;White;France;Champagne;1;400;333.33;https://hedonism.co.uk/product/pommery-vintage-magnum-1976
HED1994;Dow`s Vintage 1977;1977;75cl;20;Red;Portugal;Port ;11;120;100;https://hedonism.co.uk/product/dows-vintage-1977
HED2025;Taylor`s Vintage 1977;1977;75cl;21;Red;Portugal;Port ;3;175;145.83;https://hedonism.co.uk/product/taylors-vintage-1977
HED69746;Lafite Rothschild 1977;1977;75cl;12.5;Red;France;Bordeaux;2;600;500;https://hedonism.co.uk/product/lafite-rothschild-1977
HED7158;Heitz Martha`s Vineyard Cabernet Sauvignon 1977;1977;75cl;13.5;Red;United States;USA;1;588;490;https://hedonism.co.uk/product/heitz-marthas-vineyard-cabernet-sauvignon-1977
HED9136;Heitz Bella Oaks Vineyard Cabernet Sauvignon Magnum 1977;1977;150cl;13.5;Red;United States;USA;1;606;505;https://hedonism.co.uk/product/heitz-bella-oaks-vineyard-cabernet-sauvignon-magnum-1977
HED90593;Chianti Classico Montevertine 500cl 1977;1977;500cl;12.5;Red;Italy;Italy;1;793;660.83;https://hedonism.co.uk/product/chianti-classico-montevertine-500cl-1977
HED91720;Beaulieu Vineyard Georges de Latour Private Reserve Cabernet Sauvignon 1977;1977;75cl;13;Red;United States;USA;2;372;310;https://hedonism.co.uk/product/beaulieu-vineyard-georges-de-latour-private-reserve-cabernet-sauvignon-1977
HED91736;Caymus 1977;1977;75cl;13;Red;United States;USA;1;434;361.67;https://hedonism.co.uk/product/caymus-1977
HED86722;Massandra Pink Muscat 1977;1977;70cl;16.2;Rose;Ukraine;Ukraine;32;198;165;https://hedonism.co.uk/product/massandra-pink-muscat-1977
HED73269;Moet & Chandon Silver Jubilee Cuvee 1977;1977;75cl;12;White;France;Champagne;2;400;333.33;https://hedonism.co.uk/product/moet-chandon-silver-jubilee-cuvee-1977
HED67655;Jordan Cabernet Sauvignon Magnum 1978;1978;150cl;12.8;Red;United States;USA;4;311;259.17;https://hedonism.co.uk/product/jordan-cabernet-sauvignon-magnum-1978
HED54116;Stags Leap Lot 2 Cabernet Sauvignon 1978;1978;75cl;13;Red;United States;USA;1;448;373.33;https://hedonism.co.uk/product/stags-leap-lot-2-cabernet-sauvignon-1978
